Title,Position,Company,category,onet_soc_code,onet_match_score
Human Resources Recruiter @ OfficeTeam,Human Resources Recruiter,OfficeTeam,Human Resources Specialists,13-1071.00,0.4045453
Restaurant Manager @ Harris Ranch Inn and Restaurant,Restaurant Manager,Harris Ranch Inn and Restaurant,Food Service Managers,11-9051.00,0.5122698
Clinical Dietitian (Acute Care) @ Cura Hospitality,Clinical Dietitian (Acute Care),Cura Hospitality,Dietitians and Nutritionists,29-1031.00,0.5873253
Junior Data Analyst @ Northpointe Personnel,Junior Data Analyst,Northpointe Personnel,Business Intelligence Analysts,15-2051.01,0.44065228
Host -Mystic Steakhouse @ Mystic Lake Casino and Hotel,Host -Mystic Steakhouse,Mystic Lake Casino and Hotel,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",35-9031.00,0.54304147
"Solutions Architect - Great Rate @ iTech Solutions, Inc.",Solutions Architect - Great Rate,"iTech Solutions, Inc.",Architectural and Engineering Managers,11-9041.00,0.49629456
Server @ Holiday Inn- Independently Owned & Operated,Server,Holiday Inn- Independently Owned & Operated,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",35-9031.00,0.5795076
Dining Server @ Brightview Senior Living,Dining Server,Brightview Senior Living,Dining Room and Cafeteria Attendants and Bartender Helpers,35-9011.00,0.6387992
Part-Time Admissions Receptionist @ Triangle Tech Group,Part-Time Admissions Receptionist,Triangle Tech Group,Receptionists and Information Clerks,43-4171.00,0.40295273
Certified Medical Coder @ Accountemps,Certified Medical Coder,Accountemps,Medical Records Specialists,29-2072.00,0.43016505
Human Resources Assistant @ OfficeTeam,Human Resources Assistant,OfficeTeam,Human Resources Specialists,13-1071.00,0.46682042
Server @ Sanraku,Server,Sanraku,"Food Servers, Nonrestaurant",35-3041.00,0.4827003
CT TECH- CAT SCANNER- PRN- TEXARKANA @ CHRISTUS Health.,CT TECH- CAT SCANNER- PRN- TEXARKANA,CHRISTUS Health.,Radiologic Technologists and Technicians,29-2034.00,0.5915267
Direct Support Professional-Devereux Adult Services-$10.50-$12/hr @ Devereux,Direct Support Professional-Devereux Adult Services-$10.50-$12/hr,Devereux,Personal Care Aides,31-1122.00,0.4151626
Microsoft Technical Instructor - IT Training @ New Horizons Computer Learning Centers,Microsoft Technical Instructor - IT Training,New Horizons Computer Learning Centers,"Computer Science Teachers, Postsecondary",25-1021.00,0.48786926
Human Resources Assistant @ OfficeTeam,Human Resources Assistant,OfficeTeam,"Human Resources Assistants, Except Payroll and Timekeeping",43-4161.00,0.4766547
Cook @ Trilogy Health Services,Cook,Trilogy Health Services,"Cooks, Private Household",35-2013.00,0.48778662
Server @ La Mar CebicherÃ­a Peruana,Server,La Mar CebicherÃ­a Peruana,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",35-9031.00,0.4625308
Human Resources Assistant @ OfficeTeam,Human Resources Assistant,OfficeTeam,"Human Resources Assistants, Except Payroll and Timekeeping",43-4161.00,0.51707375
Restaurant Shift Lead @ Krystal,Restaurant Shift Lead,Krystal,"Cooks, Restaurant",35-2014.00,0.4094385
Hotel Shop Engineer -Temporary @ Wynn Las Vegas,Hotel Shop Engineer -Temporary,Wynn Las Vegas,"Hotel, Motel, and Resort Desk Clerks",43-4081.00,0.4698494
"Network Field Infr Tech in Durant, OK @ Jab Wireless, Inc.","Network Field Infr Tech in Durant, OK","Jab Wireless, Inc.",Telecommunications Engineering Specialists,15-1241.01,0.4672259
Cook II @ The Evangelical Lutheran Good Samaritan Society,Cook II,The Evangelical Lutheran Good Samaritan Society,"Cooks, Private Household",35-2013.00,0.54122233
Hiring All Restaurant Positions - Servers - Cooks - Bartenders @ Olive Garden,Hiring All Restaurant Positions - Servers - Cooks - Bartenders,Olive Garden,"Cooks, Restaurant",35-2014.00,0.53202516
Assistant Project Manager @ GPAC,Assistant Project Manager,GPAC,Project Management Specialists,13-1082.00,0.5127307
"Sales Engineer @ MRI - Ultimate Placements, LLC",Sales Engineer,"MRI - Ultimate Placements, LLC",Validation Engineers,17-2112.02,0.45860276
Exciting Front Desk Coordinator for High-Tech Company @ OfficeTeam,Exciting Front Desk Coordinator for High-Tech Company,OfficeTeam,Receptionists and Information Clerks,43-4171.00,0.4555298
Senior .NET Programmer @ Paladin Consulting Inc,Senior .NET Programmer,Paladin Consulting Inc,Training and Development Specialists,13-1151.00,0.3847211
MONITOR TECH Nurse Monitor Techs PT (0.6) Nights Lakeside Hospital @ Catholic Health Initiatives,MONITOR TECH Nurse Monitor Techs PT (0.6) Nights Lakeside Hospital,Catholic Health Initiatives,Home Health Aides,31-1121.00,0.41165012
Client Service Liaison with Software Company @ OfficeTeam,Client Service Liaison with Software Company,OfficeTeam,Solar Sales Representatives and Assessors,41-4011.07,0.36075568
Help Desk Analyst @ MasTec Network Solutions,Help Desk Analyst,MasTec Network Solutions,Computer Network Support Specialists,15-1231.00,0.52617383
"KeyBanc Capital Markets Undergraduate Tech Intern – Seattle, Was @ KeyBank","KeyBanc Capital Markets Undergraduate Tech Intern – Seattle, Was",KeyBank,New Accounts Clerks,43-4141.00,0.35330647
Human Resources Assistant @ OfficeTeam,Human Resources Assistant,OfficeTeam,"Human Resources Assistants, Except Payroll and Timekeeping",43-4161.00,0.54722923
Banquet Server @ American Golf Corporation,Banquet Server,American Golf Corporation,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",35-9031.00,0.6401471
"Cook, Server, Cashier, Dishwasher - Team Members! @ Ryans - Ovation Brands - RMCJobs","Cook, Server, Cashier, Dishwasher - Team Members!",Ryans - Ovation Brands - RMCJobs,"Cooks, Restaurant",35-2014.00,0.45225096
Restaurant Managers & General Managers @ Corner Bakery Cafe,Restaurant Managers & General Managers,Corner Bakery Cafe,Food Service Managers,11-9051.00,0.5977142
Human Resources Recruiter @ OfficeTeam,Human Resources Recruiter,OfficeTeam,Human Resources Specialists,13-1071.00,0.4181258
Dietary Aide (Food Service Worker) @ Lorien Health Systems,Dietary Aide (Food Service Worker),Lorien Health Systems,Dietetic Technicians,29-2051.00,0.5860771
Breakfast Host @ Holiday Inn Express- Independently Owned & Operated,Breakfast Host,Holiday Inn Express- Independently Owned & Operated,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",35-9031.00,0.5193887
2 Front Desk Coordinators Needed- Nonprofit and Tech Company @ OfficeTeam,2 Front Desk Coordinators Needed- Nonprofit and Tech Company,OfficeTeam,First-Line Supervisors of Office and Administrative Support Workers,43-1011.00,0.350241
Bussers - Server Assistants @ Olive Garden,Bussers - Server Assistants,Olive Garden,"Food Servers, Nonrestaurant",35-3041.00,0.4130323
Multiple Support Professional - Customer/Technical/Sales Representative @ Convergys,Multiple Support Professional - Customer/Technical/Sales Representative,Convergys,"Educational, Guidance, and Career Counselors and Advisors",21-1012.00,0.4280119
Hiring All Restaurant Positions - Servers -  Cooks - Bartenders @ LongHorn Steakhouse,Hiring All Restaurant Positions - Servers -  Cooks - Bartenders,LongHorn Steakhouse,"Cooks, Fast Food",35-2011.00,0.5390154
Human Resources Recruiter @ OfficeTeam,Human Resources Recruiter,OfficeTeam,Human Resources Specialists,13-1071.00,0.45997697
Accounts Payable/Payroll Specialist @ Accountemps,Accounts Payable/Payroll Specialist,Accountemps,New Accounts Clerks,43-4141.00,0.5230832
KeyBanc Capital Markets Undergraduate Intern – Petroleum Engineer – @ KeyBank,KeyBanc Capital Markets Undergraduate Intern – Petroleum Engineer –,KeyBank,"Financial Specialists, All Other",13-2099.00,0.3679422
Payroll Specialist Needed! @ Accountemps,Payroll Specialist Needed!,Accountemps,Payroll and Timekeeping Clerks,43-3051.00,0.36588562
Hiring Restaurant Positions - Servers - Host Staff - Dishwashers @ Olive Garden,Hiring Restaurant Positions - Servers - Host Staff - Dishwashers,Olive Garden,Waiters and Waitresses,35-3031.00,0.5195513
Immunohematology Reference Laboratory Specialty Lab Tech III @ Michigan Blood,Immunohematology Reference Laboratory Specialty Lab Tech III,Michigan Blood,Medical and Clinical Laboratory Technologists,29-2011.00,0.45742372
Busser @ Great Wolf Lodge - WI,Busser,Great Wolf Lodge - WI,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",35-9031.00,0.3922711
TEMPORARY Human Resources Recruiter @ OfficeTeam,TEMPORARY Human Resources Recruiter,OfficeTeam,Human Resources Specialists,13-1071.00,0.37882483
Physical Therapy Aide/Tech @ Agility Health,Physical Therapy Aide/Tech,Agility Health,Adapted Physical Education Specialists,25-2059.01,0.49585554
Fast Food: QSR Associates: Restaurant Associates - Subway @ Kangaroo Express,Fast Food: QSR Associates: Restaurant Associates - Subway,Kangaroo Express,Fast Food and Counter Workers,35-3023.00,0.5430198
Inbound Customer Care Sales Consultant - $12.00/hr to start @ Convergys,Inbound Customer Care Sales Consultant - $12.00/hr to start,Convergys,Counter and Rental Clerks,41-2021.00,0.3802147
Cook 2 @ Sodexo / Delray Medical Center,Cook 2,Sodexo / Delray Medical Center,"Cooks, Short Order",35-2015.00,0.6836617
Nurse - High Tech Home Care @ BAYADA HOME HEALTH CARE,Nurse - High Tech Home Care,BAYADA HOME HEALTH CARE,Home Health Aides,31-1121.00,0.4977768
Data Analyst needed for 3 week Project in West LA! @ Accountemps,Data Analyst needed for 3 week Project in West LA!,Accountemps,"Bookkeeping, Accounting, and Auditing Clerks",43-3031.00,0.41142356
Commercial Construction Project Engineer @ GPAC,Commercial Construction Project Engineer,GPAC,Project Management Specialists,13-1082.00,0.51083875
BH - Host/Hostess @ Benihana National Corporation,BH - Host/Hostess,Benihana National Corporation,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",35-9031.00,0.60123926
"Mainframe Programmer @ MR-MRI of Fremont, CA",Mainframe Programmer,"MR-MRI of Fremont, CA","Computer Occupations, All Other",15-1299.00,0.37648088
Lounge Server - Bardot (PT) @ MGM Resorts International,Lounge Server - Bardot (PT),MGM Resorts International,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",35-9031.00,0.6430534
Desktop Support Intern @ BAYADA HOME HEALTH CARE,Desktop Support Intern,BAYADA HOME HEALTH CARE,Computer User Support Specialists,15-1232.00,0.47726262
Senior Recruiter @ Accountemps,Senior Recruiter,Accountemps,New Accounts Clerks,43-4141.00,0.3727501
Seeking HR Analyst for a Tech Company @ OfficeTeam,Seeking HR Analyst for a Tech Company,OfficeTeam,Human Resources Specialists,13-1071.00,0.45853937
Human Resources Assistant in North Irving! @ OfficeTeam,Human Resources Assistant in North Irving!,OfficeTeam,"Human Resources Assistants, Except Payroll and Timekeeping",43-4161.00,0.41284415
Temporary Data Analyst with Oracle Experience @ Accountemps,Temporary Data Analyst with Oracle Experience,Accountemps,New Accounts Clerks,43-4141.00,0.30240703
Human Resources Assistant- Gain Experience Here!! @ OfficeTeam,Human Resources Assistant- Gain Experience Here!!,OfficeTeam,"Human Resources Assistants, Except Payroll and Timekeeping",43-4161.00,0.5802586
***Quality Assurance/Customer Service Support for Large-Thri @ OfficeTeam,***Quality Assurance/Customer Service Support for Large-Thri,OfficeTeam,Bicycle Repairers,49-3091.00,0.30353642
"P/T COOK SUPERVISOR (Entry Level) @ The Geo Group, Inc.",P/T COOK SUPERVISOR (Entry Level),"The Geo Group, Inc.",First-Line Supervisors of Food Preparation and Serving Workers,35-1012.00,0.61089694
Food Server - Pantry Restaurant (PT) @ MGM Resorts International,Food Server - Pantry Restaurant (PT),MGM Resorts International,"Food Servers, Nonrestaurant",35-3041.00,0.57798797
Desktop Support @ Randstad Technologies,Desktop Support,Randstad Technologies,Computer Network Support Specialists,15-1231.00,0.26422113
"Leasing Consultant and Maintenance Tech Needed @ Career Strategies, Inc.",Leasing Consultant and Maintenance Tech Needed,"Career Strategies, Inc.",Residential Advisors,39-9041.00,0.4270336
"PART TIME HR & PAYROLL SUPPORT SPECIALIST @ PETTINARO CONSTRUCTION CO., INC",PART TIME HR & PAYROLL SUPPORT SPECIALIST,"PETTINARO CONSTRUCTION CO., INC",First-Line Supervisors of Office and Administrative Support Workers,43-1011.00,0.4618206
Medical Billing and Coding Instructor @ Delta Career Education,Medical Billing and Coding Instructor,Delta Career Education,Medical Records Specialists,29-2072.00,0.47090584
"Help Desk Coordinator @ PGT Trucking, Inc.",Help Desk Coordinator,"PGT Trucking, Inc.",Computer Network Support Specialists,15-1231.00,0.4895332
Hostess - Host @ Bob Evans Corporate,Hostess - Host,Bob Evans Corporate,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",35-9031.00,0.50626385
Billing Clerk needed in Long Beach Area for Tech Co. @ Accountemps,Billing Clerk needed in Long Beach Area for Tech Co.,Accountemps,Billing and Posting Clerks,43-3021.00,0.4480815
Financial Project Manager @ Accountemps,Financial Project Manager,Accountemps,Budget Analysts,13-2031.00,0.38415954
IT Internship - Applications/Sharepoint @ CHEP Inc,IT Internship - Applications/Sharepoint,CHEP Inc,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",41-4011.00,0.3454495
Senior Principal RF Engineer ( Temporary) @ Alion Science and Technology,Senior Principal RF Engineer ( Temporary),Alion Science and Technology,Telecommunications Engineering Specialists,15-1241.01,0.49297714
DevOPS Engineer @ Uplaced,DevOPS Engineer,Uplaced,Network and Computer Systems Administrators,15-1244.00,0.41800022
"Line Cooks, Servers, Host Staff, Bussers & Dishwashers - Open House 3/16 @ Red Robin Gourmet Burgers","Line Cooks, Servers, Host Staff, Bussers & Dishwashers - Open House 3/16",Red Robin Gourmet Burgers,Chefs and Head Cooks,35-1011.00,0.494336
Express Lube Tech / Oil Change Tech / Technician @ Bob Howard Chrysler Jeep Dodge Ram,Express Lube Tech / Oil Change Tech / Technician,Bob Howard Chrysler Jeep Dodge Ram,Automotive Service Technicians and Mechanics,49-3023.00,0.59204954
Express Lube Tech / Oil Change Tech / Technician @ Bob Howard Chrysler Jeep Dodge Ram,Express Lube Tech / Oil Change Tech / Technician,Bob Howard Chrysler Jeep Dodge Ram,Automotive Service Technicians and Mechanics,49-3023.00,0.58010066
Technical Assistant @ NAS Insurance,Technical Assistant,NAS Insurance,"Teaching Assistants, All Other",25-9049.00,0.38860512
Dietary Cook @ Birchwood Nursing and Rehab Center,Dietary Cook,Birchwood Nursing and Rehab Center,Food Service Managers,11-9051.00,0.4954384
Software Support Specialist with Accounting Experence @ Accountemps,Software Support Specialist with Accounting Experence,Accountemps,New Accounts Clerks,43-4141.00,0.46763068
Mental Health Tech PRN / Tucker Pavilion (Chippenham Campus) @ HCA-Capital DIvision,Mental Health Tech PRN / Tucker Pavilion (Chippenham Campus),HCA-Capital DIvision,Advanced Practice Psychiatric Nurses,29-1141.02,0.4410413
Sr. UX Designer @ Creative Circle,Sr. UX Designer,Creative Circle,"Designers, All Other",27-1029.00,0.35210317
Human Resources Coordinator Needed - Long Term Role! @ OfficeTeam,Human Resources Coordinator Needed - Long Term Role!,OfficeTeam,Human Resources Specialists,13-1071.00,0.51539606
Human Resources Assistant @ OfficeTeam,Human Resources Assistant,OfficeTeam,"Human Resources Assistants, Except Payroll and Timekeeping",43-4161.00,0.510188
Resident Assistant @ AWS,Resident Assistant,AWS,Residential Advisors,39-9041.00,0.37737966
Human Resources Manager @ OfficeTeam,Human Resources Manager,OfficeTeam,Human Resources Managers,11-3121.00,0.42706525
TECH OB - ON-CALL VARIED @ Dignity Health - St. Bernardine,TECH OB - ON-CALL VARIED,Dignity Health - St. Bernardine,Surgical Technologists,29-2055.00,0.4288087
Dietary Tech @ Integrity Healthcare of Carbondale II East,Dietary Tech,Integrity Healthcare of Carbondale II East,Dietetic Technicians,29-2051.00,0.5314775
Hiring All Restaurant Positions - Servers - Cooks - Bartenders @ Olive Garden,Hiring All Restaurant Positions - Servers - Cooks - Bartenders,Olive Garden,Waiters and Waitresses,35-3031.00,0.5519958
"Physician, Internal Medicine (12 hr shifts Every Other Weekend) @ Main Line Health System","Physician, Internal Medicine (12 hr shifts Every Other Weekend)",Main Line Health System,Physician Assistants,29-1071.00,0.418512
Central Station Operator-Part Time @ Centerpoint Tech LLC,Central Station Operator-Part Time,Centerpoint Tech LLC,Command and Control Center Specialists,55-3015.00,0.49723595
Radiology Tech/Medical Asst-Family Practice Center (Part Time) @ St. Elizabeth Healthcare,Radiology Tech/Medical Asst-Family Practice Center (Part Time),St. Elizabeth Healthcare,Health Information Technologists and Medical Registrars,29-9021.00,0.39096108
Executive Chef @ Tender Greens,Executive Chef,Tender Greens,Chefs and Head Cooks,35-1011.00,0.67979944
Sr. Project Manager Goverance @ Open Systems Technologies - TN,Sr. Project Manager Goverance,Open Systems Technologies - TN,Project Management Specialists,13-1082.00,0.6007923
